,order_id,date,time
358,644,2015-01-11,13:52:52
359,645,2015-01-11,14:03:45
360,646,2015-01-11,14:07:26
361,647,2015-01-11,14:07:35
362,648,2015-01-11,14:17:17
363,649,2015-01-11,14:29:23
364,651,2015-01-11,14:49:35
365,652,2015-01-11,16:03:38
366,654,2015-01-11,16:34:07
367,657,2015-01-11,16:45:47
368,658,2015-01-11,16:55:24
369,663,2015-01-11,17:29:14
370,666,2015-01-11,17:42:25
371,667,2015-01-11,18:13:08
372,668,2015-01-11,18:13:12
373,669,2015-01-11,18:40:44
374,671,2015-01-11,19:18:42
375,672,2015-01-11,19:18:46
376,673,2015-01-11,19:28:13
377,674,2015-01-11,19:33:05
378,675,2015-01-11,19:33:19
379,676,2015-01-11,19:44:57
380,683,2015-01-12,11:39:08
381,684,2015-01-12,12:01:23
382,686,2015-01-12,12:13:07
383,688,2015-01-12,12:26:41
384,689,2015-01-12,12:33:22
385,691,2015-01-12,12:45:53
386,692,2015-01-12,12:53:37
387,695,2015-01-12,13:33:06
388,696,2015-01-12,13:49:40
389,697,2015-01-12,13:58:56
390,698,2015-01-12,14:08:16
391,699,2015-01-12,14:27:03
392,701,2015-01-12,14:33:39
393,707,2015-01-12,15:41:32
394,708,2015-01-12,15:52:44
395,711,2015-01-12,16:21:10
396,713,2015-01-12,16:31:56
397,715,2015-01-12,17:05:33
398,717,2015-01-12,17:24:44
399,718,2015-01-12,17:46:30
400,720,2015-01-12,17:53:59
401,722,2015-01-12,18:20:58
402,723,2015-01-12,18:21:04
403,726,2015-01-12,18:34:25
404,728,2015-01-12,18:53:17
405,729,2015-01-12,19:20:41
406,730,2015-01-12,19:22:00
407,731,2015-01-12,19:27:47
408,733,2015-01-12,19:57:36
409,734,2015-01-12,20:00:30
410,735,2015-01-12,20:35:34
411,739,2015-01-13,12:19:38
412,742,2015-01-13,12:53:01
413,743,2015-01-13,13:08:32
414,745,2015-01-13,13:36:53
415,746,2015-01-13,13:41:13
416,747,2015-01-13,14:15:02
417,748,2015-01-13,14:27:31
418,750,2015-01-13,14:48:09
419,752,2015-01-13,15:19:25
420,754,2015-01-13,15:47:56
421,756,2015-01-13,15:55:11
422,759,2015-01-13,16:14:56
423,762,2015-01-13,16:36:36
424,764,2015-01-13,16:39:39
425,766,2015-01-13,17:21:45
426,769,2015-01-13,17:43:17
427,770,2015-01-13,17:44:13
428,775,2015-01-13,18:42:12
429,776,2015-01-13,18:50:43
430,777,2015-01-13,19:10:20
431,779,2015-01-13,19:19:58
432,780,2015-01-13,20:12:49
433,781,2015-01-13,20:31:17
434,782,2015-01-13,20:36:27
435,783,2015-01-13,21:17:08
436,785,2015-01-14,11:28:44
437,787,2015-01-14,11:45:30
438,788,2015-01-14,11:46:19
439,789,2015-01-14,11:51:37
440,790,2015-01-14,12:07:30
441,792,2015-01-14,12:37:48
442,794,2015-01-14,12:39:16
443,795,2015-01-14,12:42:17
444,796,2015-01-14,12:43:09
445,797,2015-01-14,12:50:01
446,798,2015-01-14,12:50:30
447,799,2015-01-14,12:51:29
448,800,2015-01-14,12:54:35
449,801,2015-01-14,13:10:53
450,804,2015-01-14,13:42:01
451,806,2015-01-14,14:12:22
452,808,2015-01-14,14:15:32
453,809,2015-01-14,14:26:17
454,811,2015-01-14,14:48:56
455,812,2015-01-14,15:37:45
456,815,2015-01-14,16:38:00
457,816,2015-01-14,17:04:08
458,818,2015-01-14,17:15:50
459,819,2015-01-14,17:21:39
460,820,2015-01-14,17:24:09
461,821,2015-01-14,17:37:26
462,823,2015-01-14,17:42:17
463,824,2015-01-14,17:53:41
464,825,2015-01-14,18:06:06
465,826,2015-01-14,18:06:14
466,827,2015-01-14,18:09:48
467,829,2015-01-14,18:27:42
468,830,2015-01-14,18:38:17
469,832,2015-01-14,18:47:06
470,833,2015-01-14,19:07:45
471,834,2015-01-14,19:25:16
472,835,2015-01-14,19:56:01
473,837,2015-01-14,20:12:27
474,838,2015-01-14,20:33:57
475,840,2015-01-14,20:46:12
476,841,2015-01-14,20:57:40
477,844,2015-01-14,21:36:58
478,846,2015-01-14,22:16:24
479,847,2015-01-15,11:37:03
480,849,2015-01-15,12:08:30
481,850,2015-01-15,12:15:35
482,852,2015-01-15,12:33:51
483,853,2015-01-15,12:36:39
484,854,2015-01-15,12:51:19
485,856,2015-01-15,12:59:20
486,857,2015-01-15,13:01:53
487,858,2015-01-15,13:03:42
488,859,2015-01-15,13:05:13
489,861,2015-01-15,13:08:44
490,862,2015-01-15,13:10:45
491,863,2015-01-15,13:12:29
492,864,2015-01-15,14:04:23
493,865,2015-01-15,14:10:00
494,866,2015-01-15,14:18:09
495,867,2015-01-15,14:19:28
496,868,2015-01-15,14:27:25
497,870,2015-01-15,14:38:31
498,872,2015-01-15,14:48:37
499,873,2015-01-15,15:06:15
500,879,2015-01-15,16:12:57
501,880,2015-01-15,16:19:26
502,881,2015-01-15,16:40:04
503,884,2015-01-15,16:57:15
504,887,2015-01-15,17:13:58
505,888,2015-01-15,17:14:27
506,890,2015-01-15,17:32:25
507,894,2015-01-15,18:17:26
508,895,2015-01-15,18:18:11
509,896,2015-01-15,18:27:28
510,898,2015-01-15,18:56:49
511,899,2015-01-15,19:06:14
512,900,2015-01-15,19:09:51
513,901,2015-01-15,19:16:11
514,902,2015-01-15,19:21:00
515,903,2015-01-15,19:27:22
516,904,2015-01-15,20:07:01
517,905,2015-01-15,20:12:06
518,906,2015-01-15,20:51:59
519,907,2015-01-15,20:54:32
520,909,2015-01-16,11:19:25
521,911,2015-01-16,11:36:00
522,912,2015-01-16,11:39:48
523,917,2015-01-16,12:34:15
524,923,2015-01-16,13:23:29
525,924,2015-01-16,13:27:57
526,928,2015-01-16,14:14:40
527,930,2015-01-16,15:00:11
528,931,2015-01-16,15:27:24
529,932,2015-01-16,15:33:19
530,933,2015-01-16,15:49:05
531,934,2015-01-16,15:55:24
532,936,2015-01-16,16:19:19
533,939,2015-01-16,16:59:23
534,941,2015-01-16,17:09:08
535,943,2015-01-16,17:22:00
536,946,2015-01-16,18:00:48
537,947,2015-01-16,18:13:15
538,949,2015-01-16,18:52:18
539,951,2015-01-16,19:03:46
540,952,2015-01-16,19:05:35
541,956,2015-01-16,19:24:40
542,959,2015-01-16,19:34:00
543,961,2015-01-16,19:42:20
544,963,2015-01-16,20:06:41
545,964,2015-01-16,20:24:37
546,965,2015-01-16,20:41:02
547,966,2015-01-16,20:59:17
548,967,2015-01-16,21:03:33
549,968,2015-01-16,21:23:01
550,969,2015-01-16,21:36:19
551,972,2015-01-16,22:03:09
552,974,2015-01-16,22:06:53
553,976,2015-01-17,11:53:19
554,977,2015-01-17,12:01:58
555,979,2015-01-17,12:57:28
556,980,2015-01-17,12:58:36
557,981,2015-01-17,13:56:46
558,984,2015-01-17,14:33:55
559,985,2015-01-17,14:34:50
560,986,2015-01-17,14:35:25
561,987,2015-01-17,14:41:14
562,989,2015-01-17,15:08:38
563,992,2015-01-17,15:49:31
564,994,2015-01-17,16:19:42
565,996,2015-01-17,17:11:07
566,997,2015-01-17,17:16:26
567,998,2015-01-17,17:19:16
568,999,2015-01-17,17:21:24
569,1000,2015-01-17,17:24:24
570,1001,2015-01-17,17:28:05
571,1002,2015-01-17,17:29:41
572,1003,2015-01-17,17:31:16
573,1012,2015-01-17,19:25:32
574,1013,2015-01-17,19:26:40
575,1014,2015-01-17,19:38:17
576,1019,2015-01-17,20:50:54
577,1020,2015-01-17,21:04:20
578,1021,2015-01-17,21:11:31
579,1023,2015-01-17,21:20:18
580,1024,2015-01-17,21:21:23
581,1025,2015-01-17,21:49:00
582,1031,2015-01-18,11:39:03
583,1032,2015-01-18,11:45:13
584,1034,2015-01-18,12:07:59
585,1036,2015-01-18,12:49:29
586,1038,2015-01-18,13:14:59
587,1039,2015-01-18,13:33:31
588,1040,2015-01-18,13:56:05
589,1044,2015-01-18,14:20:16
590,1047,2015-01-18,14:50:37
591,1051,2015-01-18,15:08:45
592,1052,2015-01-18,15:28:12
593,1053,2015-01-18,15:43:17
594,1055,2015-01-18,16:07:14
595,1057,2015-01-18,16:18:37
596,1059,2015-01-18,16:30:14
597,1061,2015-01-18,17:17:02
598,1062,2015-01-18,17:21:38
599,1067,2015-01-18,18:13:43
600,1069,2015-01-18,18:19:47
601,1073,2015-01-18,18:42:02
602,1074,2015-01-18,19:01:54
603,1075,2015-01-18,19:15:17
604,1076,2015-01-18,19:36:15
605,1078,2015-01-18,20:20:42
606,1079,2015-01-18,20:45:11
607,1081,2015-01-18,21:27:05
608,1083,2015-01-19,11:19:51
609,1086,2015-01-19,11:57:17
610,1087,2015-01-19,11:57:38
611,1088,2015-01-19,12:00:52
612,1089,2015-01-19,12:03:57
613,1090,2015-01-19,12:14:24
614,1091,2015-01-19,12:20:28
615,1092,2015-01-19,12:23:38
616,1094,2015-01-19,12:33:50
617,1099,2015-01-19,13:33:24
618,1100,2015-01-19,13:34:27
619,1101,2015-01-19,13:36:26
620,1102,2015-01-19,14:03:20
621,1103,2015-01-19,14:08:12
622,1105,2015-01-19,15:13:54
623,1109,2015-01-19,16:20:22
624,1110,2015-01-19,16:33:35
625,1111,2015-01-19,16:35:46
626,1112,2015-01-19,16:46:00
627,1113,2015-01-19,17:00:44
628,1115,2015-01-19,17:08:55
629,1117,2015-01-19,17:13:25
630,1119,2015-01-19,17:42:23
631,1120,2015-01-19,17:46:46
632,1121,2015-01-19,18:15:08
633,1125,2015-01-19,18:45:40
634,1126,2015-01-19,18:48:46
635,1127,2015-01-19,18:53:52
636,1130,2015-01-19,19:03:05
637,1134,2015-01-19,20:05:41
638,1135,2015-01-19,21:15:41
639,1137,2015-01-19,22:13:28
640,1139,2015-01-20,11:25:59
641,1142,2015-01-20,11:36:48
642,1145,2015-01-20,12:04:15
643,1146,2015-01-20,12:12:00
644,1149,2015-01-20,12:22:41
645,1150,2015-01-20,12:39:05
646,1151,2015-01-20,12:43:36
647,1152,2015-01-20,12:44:23
648,1153,2015-01-20,12:56:30
649,1158,2015-01-20,13:17:45
650,1160,2015-01-20,14:14:54
651,1162,2015-01-20,14:40:02
652,1163,2015-01-20,14:47:28
653,1164,2015-01-20,15:13:31
654,1165,2015-01-20,15:15:26
655,1167,2015-01-20,15:28:09
656,1171,2015-01-20,16:41:58
657,1172,2015-01-20,16:53:23
658,1173,2015-01-20,16:57:05
659,1174,2015-01-20,17:02:58
660,1176,2015-01-20,17:05:19
661,1177,2015-01-20,17:27:29
662,1178,2015-01-20,18:01:13
663,1179,2015-01-20,18:02:28
664,1181,2015-01-20,18:17:53
665,1182,2015-01-20,18:33:48
666,1183,2015-01-20,18:51:30
667,1184,2015-01-20,19:04:35
668,1186,2015-01-20,19:19:55
669,1187,2015-01-20,19:21:40
670,1190,2015-01-20,19:43:15
671,1191,2015-01-20,19:56:41
672,1198,2015-01-20,22:02:08
673,1199,2015-01-20,22:10:20
674,1200,2015-01-20,22:14:41
675,1201,2015-01-20,22:40:10
676,1202,2015-01-21,11:50:26
677,1203,2015-01-21,11:54:22
678,1204,2015-01-21,12:23:38
679,1205,2015-01-21,12:29:13
680,1206,2015-01-21,12:38:38
681,1207,2015-01-21,12:52:42
682,1208,2015-01-21,13:03:21
683,1209,2015-01-21,13:13:52
684,1210,2015-01-21,13:20:41
685,1211,2015-01-21,13:37:51
686,1213,2015-01-21,13:58:53
687,1214,2015-01-21,14:00:05
688,1216,2015-01-21,14:08:29
689,1217,2015-01-21,14:26:35
690,1218,2015-01-21,14:27:30
691,1220,2015-01-21,15:20:03
692,1221,2015-01-21,15:23:36
693,1224,2015-01-21,15:45:47
694,1225,2015-01-21,15:59:07
695,1226,2015-01-21,16:10:57
696,1228,2015-01-21,16:26:36
697,1230,2015-01-21,16:38:28
698,1231,2015-01-21,16:45:04
699,1234,2015-01-21,17:36:59
700,1235,2015-01-21,17:55:58
701,1236,2015-01-21,17:56:32
702,1237,2015-01-21,18:10:40
703,1239,2015-01-21,18:22:29
704,1240,2015-01-21,18:40:50
705,1241,2015-01-21,18:43:02
706,1242,2015-01-21,18:50:51
707,1244,2015-01-21,19:24:32
708,1245,2015-01-21,19:26:35
709,1246,2015-01-21,19:36:04
710,1247,2015-01-21,19:54:37
711,1249,2015-01-21,20:40:44
712,1251,2015-01-21,21:12:37
713,1252,2015-01-21,21:32:07
714,1253,2015-01-22,11:34:52
715,1254,2015-01-22,11:56:03
716,1255,2015-01-22,12:05:34
717,1256,2015-01-22,12:06:15
718,1257,2015-01-22,12:07:53
719,1258,2015-01-22,12:18:53
720,1260,2015-01-22,12:31:07
721,1261,2015-01-22,12:32:00
722,1264,2015-01-22,12:58:30
723,1266,2015-01-22,12:59:51
724,1267,2015-01-22,13:01:27
725,1268,2015-01-22,13:01:39
726,1269,2015-01-22,13:04:41
727,1271,2015-01-22,13:14:17
728,1273,2015-01-22,13:21:57
729,1274,2015-01-22,13:24:14
730,1275,2015-01-22,13:26:25
731,1276,2015-01-22,13:46:36
732,1277,2015-01-22,13:46:44
733,1279,2015-01-22,14:16:38
734,1280,2015-01-22,14:44:54
735,1282,2015-01-22,15:16:54
736,1284,2015-01-22,15:53:38
737,1286,2015-01-22,16:29:13
738,1288,2015-01-22,17:10:07
739,1292,2015-01-22,17:35:48
740,1293,2015-01-22,17:37:59
741,1295,2015-01-22,17:44:59
742,1297,2015-01-22,17:51:53
743,1300,2015-01-22,18:28:51
744,1302,2015-01-22,18:44:04
745,1303,2015-01-22,18:53:13
746,1305,2015-01-22,19:24:01
747,1307,2015-01-22,19:39:20
748,1308,2015-01-22,19:43:14
749,1309,2015-01-22,20:04:42
750,1310,2015-01-22,20:19:33
751,1311,2015-01-22,20:21:28
752,1312,2015-01-22,20:23:41
753,1314,2015-01-22,20:40:55
754,1316,2015-01-22,20:48:12
755,1317,2015-01-22,21:00:41
756,1318,2015-01-22,21:36:48
757,1320,2015-01-22,23:02:31
758,1323,2015-01-23,11:45:37
759,1324,2015-01-23,11:46:56
760,1325,2015-01-23,11:50:45
761,1328,2015-01-23,12:29:42
762,1329,2015-01-23,12:49:11
763,1333,2015-01-23,12:57:07
764,1334,2015-01-23,13:00:58
765,1336,2015-01-23,13:14:10
766,1338,2015-01-23,13:47:01
767,1341,2015-01-23,14:15:37
768,1342,2015-01-23,14:17:05
769,1345,2015-01-23,15:01:02
770,1346,2015-01-23,15:25:17
771,1348,2015-01-23,15:50:01
772,1349,2015-01-23,16:03:08
773,1350,2015-01-23,16:05:24
774,1353,2015-01-23,16:21:26
775,1354,2015-01-23,16:22:21
776,1362,2015-01-23,17:46:43
777,1365,2015-01-23,17:54:47
778,1366,2015-01-23,18:07:49
779,1367,2015-01-23,18:09:22
780,1368,2015-01-23,18:22:01
781,1372,2015-01-23,18:57:10
782,1374,2015-01-23,19:06:56
783,1375,2015-01-23,19:12:48
784,1376,2015-01-23,19:13:06
785,1377,2015-01-23,19:19:20
786,1378,2015-01-23,19:23:24
787,1379,2015-01-23,19:33:07
788,1380,2015-01-23,19:51:21
789,1381,2015-01-23,20:08:54
790,1382,2015-01-23,20:11:35
791,1384,2015-01-23,20:31:01
792,1385,2015-01-23,20:57:30
793,1387,2015-01-23,21:11:38
794,1388,2015-01-23,22:04:12
795,1389,2015-01-23,22:05:37
796,1390,2015-01-24,11:38:40
797,1391,2015-01-24,12:26:08
798,1392,2015-01-24,12:37:39
799,1394,2015-01-24,13:25:55
800,1395,2015-01-24,13:32:52
801,1396,2015-01-24,13:34:33
802,1397,2015-01-24,13:56:25
803,1399,2015-01-24,14:07:38
804,1400,2015-01-24,14:08:26
805,1402,2015-01-24,14:23:57
806,1403,2015-01-24,14:44:46
807,1404,2015-01-24,14:59:38
