,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
476110,4.759901957914027,1.80976882920372,0.7239692470328432,1.0,0.0,0.0,1.0,0.0
511714,2.938525546430237,0.0865180049831998,0.3113747352331097,1.0,1.0,0.0,1.0,0.0
330995,7.374715348689661,0.3876037145634817,3.446683613823956,1.0,0.0,0.0,0.0,0.0
263918,17.81280390012267,16.014055197345407,0.4939362784146974,1.0,0.0,0.0,1.0,0.0
677033,13.255114974254845,0.5713004922735011,0.1804345351510621,1.0,0.0,0.0,1.0,0.0
593473,2.7134000524906177,6.793872407788305,0.947725740669747,1.0,1.0,0.0,1.0,0.0
467633,0.8022701072539962,1.4016254828553247,0.0975512070361725,0.0,0.0,1.0,1.0,0.0
385491,12.957292064852057,1.2606990428129266,0.1881782563392728,1.0,0.0,1.0,0.0,0.0
79806,4.461403332195894,0.0143332026659355,0.1663122631591466,1.0,1.0,0.0,1.0,0.0
758223,4.8391993368640005,0.2092413969556336,2.316652808602437,1.0,0.0,1.0,1.0,0.0
342939,7.867251354969764,3.4073531070046044,0.1837655361846545,1.0,0.0,0.0,1.0,0.0
593715,14.357517470115836,1.1120906813063316,6.589708859907205,1.0,0.0,0.0,0.0,0.0
190067,0.3246419092276219,0.1269578862377313,0.7137927426159173,0.0,0.0,0.0,0.0,0.0
464933,56.33811657853868,0.0566599386930724,0.4924480917562586,1.0,1.0,0.0,0.0,0.0
72500,52.07854328290308,7.959946512128586,0.159189179642399,1.0,1.0,0.0,1.0,0.0
371329,3.925561105487676,0.1793599767129954,1.1542989650740272,1.0,0.0,0.0,1.0,0.0
136878,20.181968724109783,1.5734635432165354,0.5546495590701146,1.0,1.0,0.0,0.0,0.0
449319,6.130842718237909,1.896647882523829,0.6866359297633178,1.0,1.0,0.0,1.0,0.0
964729,14.60057509687076,1.4799638857845931,0.2127245357030583,1.0,0.0,0.0,1.0,0.0
518924,773.1559013713106,0.2223672363501782,0.7155062275349354,1.0,0.0,0.0,0.0,0.0
528120,24.24839269591942,6.164194384000256,0.5177031765946842,1.0,1.0,0.0,1.0,0.0
305811,10.610998026732604,9.425450884525551,0.427167567564262,1.0,0.0,0.0,1.0,0.0
997749,222.62505852507172,1.713201177400214,0.7955175151597391,1.0,0.0,0.0,0.0,0.0
895192,179.42440494778953,0.2154729196119044,0.4203376573729218,1.0,0.0,0.0,1.0,1.0
456831,22.32526364122987,1.59835034141329,1.3721559229499944,1.0,0.0,0.0,1.0,0.0
859732,17.093795230108203,3.038891335159589,0.5418505048433673,1.0,0.0,0.0,1.0,0.0
925425,54.81938298718734,0.0377948699423755,0.2474114868631638,1.0,1.0,0.0,1.0,0.0
835291,2.762816751913723,0.4046768984810838,0.3204773756995712,1.0,1.0,0.0,1.0,0.0
916909,27.70822127035929,2.6271483145164334,0.350448361524268,1.0,0.0,0.0,0.0,0.0
10735,7.039463413389639,10.422218314419885,1.550542974918775,1.0,0.0,0.0,0.0,0.0
432407,4.422244638919268,0.3779164150029834,2.397081093099532,1.0,0.0,0.0,1.0,0.0
291663,7.097790092579605,3.148492689247028,0.8167841456134353,1.0,1.0,1.0,0.0,0.0
620827,2.072305587120593,5.699094202525471,0.4876513308765248,1.0,0.0,1.0,0.0,0.0
147151,1.0830738057656497,0.2016816548519227,0.5070624544158551,0.0,1.0,0.0,0.0,0.0
609095,2.9951188313064825,4.860362201812989,4.433515987206045,1.0,0.0,0.0,1.0,1.0
894574,3.0556641711751107,0.2613363566926645,2.9254317725614607,1.0,1.0,0.0,1.0,0.0
897889,9.026817659761416,11.542357849424798,0.3876013152224717,1.0,0.0,0.0,1.0,0.0
444722,9.97763995127681,0.841232352273267,0.2839388392796688,1.0,1.0,0.0,1.0,0.0
796288,19.725496385018037,1.259693466576051,3.1880793633278293,1.0,0.0,0.0,0.0,0.0
47690,8.33296844760751,0.3229126620586427,0.2176188557463435,1.0,0.0,0.0,0.0,0.0
599129,30.37931058206739,2.7210931470504622,10.189241303290627,1.0,0.0,0.0,1.0,1.0
532590,5.766850096177598,0.1297459836981629,0.2792401875045771,1.0,0.0,1.0,1.0,0.0
377462,12.160149303367971,1.522216854793936,1.495526100887029,1.0,0.0,0.0,0.0,0.0
740270,155.19757173128562,0.1034138305110291,0.2287457904122583,1.0,0.0,0.0,1.0,1.0
515569,3.2143326213454424,4.558785453919802,0.0390145026551918,1.0,1.0,0.0,1.0,0.0
618890,16.731597801505348,3.830803497997211,1.0691616035332894,1.0,0.0,0.0,1.0,0.0
954088,8.283855364421315,17.404497558276177,0.6729155427606498,1.0,0.0,0.0,1.0,0.0
858893,33.108897768537695,0.5988194737660636,1.095282013345943,1.0,1.0,0.0,1.0,0.0
11314,28.05418719084885,0.6954258313244589,1.979003112094552,1.0,0.0,0.0,1.0,0.0
502138,3.034889799802819,0.6732196188713427,0.2145405656655801,1.0,0.0,0.0,0.0,0.0
889673,0.7822051549576801,4.170335264254964,0.8568839710846273,0.0,0.0,0.0,0.0,0.0
141451,24.27712477616908,1.2281493552873517,1.3326121506745443,1.0,0.0,0.0,0.0,0.0
7117,2.850025549104092,2.383192479125407,0.2707122978171568,1.0,0.0,0.0,0.0,0.0
961880,0.7774688161114377,0.9163407840702716,2.566070612106247,0.0,0.0,0.0,1.0,0.0
86037,11.123537655671615,1.7931230623819558,9.264104534238845,1.0,0.0,0.0,0.0,0.0
166939,9.217627589001324,2.0388223786788577,0.9393625783335686,1.0,1.0,0.0,1.0,0.0
596376,0.8068446614486067,14.680273594101338,5.712151983170912,0.0,0.0,0.0,1.0,1.0
160401,8.531036391967794,1.3867423435862676,5.306192268356955,1.0,0.0,0.0,1.0,1.0
558089,4.685431187772896,1.0733089543740757,1.5173555483427248,1.0,0.0,0.0,0.0,0.0
588471,53.56822061738541,3.211960055054255,1.9154872270099208,1.0,0.0,0.0,0.0,0.0
938722,6.119130147277175,2.9000721265360263,1.3800544012057248,1.0,0.0,0.0,1.0,0.0
391978,6.128656090699445,1.0456482394600244,7.261675181967418,1.0,0.0,0.0,0.0,0.0
41964,8.62744000767757,0.3872855048263974,1.6466175431374923,1.0,0.0,0.0,1.0,0.0
381529,57.01307780621421,8.985935572380221,0.9411109712693236,1.0,0.0,0.0,1.0,0.0
792780,4.81418791799594,7.954897287678481,0.1313759624982839,1.0,1.0,0.0,1.0,0.0
658516,32.17264430700001,9.36826293784635,1.306588072763278,1.0,0.0,0.0,1.0,0.0
837468,58.36214032152313,2.6180821961895626,1.6349752941819495,1.0,0.0,0.0,1.0,0.0
599554,11.635316565093117,55.45854077248755,4.813560352402565,1.0,0.0,0.0,0.0,1.0
898286,25.892935725000235,0.2006300636662225,1.10664206388677,1.0,0.0,0.0,1.0,0.0
789604,2.516354430730835,3.7320441761954215,0.2791419032132692,1.0,0.0,0.0,1.0,0.0
66369,2.6091232655268115,0.8481188395832497,1.7276788669255696,1.0,1.0,0.0,1.0,0.0
369755,4.724696312034444,2.391188619798817,0.2643668430109627,1.0,0.0,0.0,1.0,0.0
102624,7.053882930446305,15.76677131547259,1.3900202054317612,1.0,0.0,1.0,1.0,0.0
621905,37.40391834064111,0.0552907462135603,2.092788884718141,1.0,0.0,0.0,1.0,0.0
938680,3.59842971608321,0.5699855873370636,0.4897283273241534,1.0,0.0,0.0,0.0,0.0
263751,24.442235673734466,2.816453709791266,0.8902231053088857,1.0,1.0,0.0,1.0,0.0
649110,2.8324182530763795,0.1233422090367668,1.30807545909224,1.0,0.0,0.0,0.0,0.0
555054,19.588026321836224,0.0452830169885677,0.6634556747871818,1.0,0.0,0.0,1.0,0.0
443624,36.13660813774872,50.42600861660853,0.7302320126959162,1.0,0.0,0.0,1.0,1.0
314945,16.30794243653774,14.68982182682713,5.018128767871834,1.0,1.0,1.0,0.0,0.0
406330,6.949792902824784,0.0445365559615988,0.2700896242398949,1.0,1.0,0.0,0.0,0.0
155282,2.94391937630113,4.956563730543481,0.4145360615591763,1.0,0.0,0.0,1.0,0.0
751709,15.93425428194317,2.4857627040410946,0.2161329322653017,1.0,0.0,0.0,1.0,0.0
857158,6.713368484194467,0.8831354350946274,1.496966474367479,1.0,0.0,0.0,1.0,0.0
411396,1.8761107195548623,0.2019708867846484,0.1571036245257087,0.0,0.0,0.0,1.0,0.0
225482,16.9705471580088,0.2853077195278204,1.7316825161773457,1.0,0.0,0.0,1.0,0.0
141347,22.67229864717923,4.481346965461266,0.8028450244136844,1.0,1.0,1.0,0.0,0.0
511007,16.40292783943616,8.147825438905018,10.382445241290013,1.0,1.0,0.0,1.0,1.0
40397,20.07817303005525,0.6986074803463007,0.1285041437350958,1.0,0.0,0.0,0.0,0.0
937104,50.38552558720888,3.997688130186332,0.7200393119363734,1.0,1.0,0.0,0.0,0.0
825139,3.7929516496620095,5.879652478051903,9.262911033949402,1.0,0.0,0.0,1.0,1.0
340891,1.01441801642387,1.2364092986058317,0.5115467110338053,0.0,1.0,0.0,0.0,0.0
210017,1.1816784917905947,4.368313928945245,0.1818442606469577,0.0,1.0,0.0,0.0,0.0
857355,5.397900252802383,6.296431156713647,1.407694851820553,1.0,0.0,0.0,1.0,0.0
339052,6.496846168428924,0.3238276742395861,0.1352379255350737,1.0,0.0,1.0,1.0,0.0
495021,12.19958350792173,2.1803941691800035,0.4038486592437837,1.0,0.0,0.0,1.0,0.0
202389,13.936351085910522,0.5835823756370546,18.074003281966636,1.0,1.0,0.0,0.0,0.0
137320,31.71588409969629,35.158563666738125,0.8140894748890146,1.0,0.0,0.0,1.0,0.0
458524,2.5132323361076208,0.2431158288719024,0.5042551173232684,1.0,0.0,0.0,0.0,0.0
294276,40.78558246178642,29.29444791986898,3.917201048883588,1.0,0.0,0.0,1.0,0.0
562528,1.061391164598222,0.3878576997938541,0.2951086517364167,0.0,1.0,0.0,1.0,0.0
855393,19.501792845942912,0.249568187079887,0.1994082059790091,1.0,0.0,0.0,1.0,0.0
461949,2.940819478950209,2.3424175052693506,1.6181277248589474,1.0,0.0,0.0,1.0,0.0
227966,31.632246689505465,4.2777250002874085,0.913922742553518,1.0,0.0,1.0,1.0,0.0
108293,0.6443227690986196,0.6169402728023208,0.8533700643770806,0.0,1.0,1.0,0.0,0.0
665608,1.1287822766330016,1.7257578471404242,1.5407391550017009,0.0,0.0,0.0,1.0,0.0
170130,9.27987876308057,0.1729164544268989,4.172846001110741,1.0,0.0,0.0,0.0,0.0
642855,2.68293190265322,0.7890996966943096,0.6909313444653922,1.0,0.0,0.0,1.0,0.0
753418,75.59439858392348,3.257550452195023,1.390018378287171,1.0,0.0,1.0,1.0,0.0
61055,10.958937852208308,2.154379351491293,0.5571283362231947,1.0,0.0,0.0,1.0,0.0
153732,189.8854698219897,1.187181242293912,6.133410061590009,1.0,1.0,1.0,0.0,0.0
939972,7.151890547377388,0.2067523446448826,3.707961672933156,1.0,1.0,0.0,1.0,0.0
382675,13.465171751427516,0.0446587578600434,0.2956460771104998,1.0,0.0,0.0,1.0,0.0
888025,10.07982791458064,0.3589067794929846,0.4579619998307135,1.0,0.0,0.0,1.0,0.0
397641,1.6666776890539594,0.6613573461555615,1.182301891143831,0.0,0.0,0.0,1.0,0.0
162131,6.4301021740268665,0.0682105716741571,0.5694688694005191,1.0,1.0,0.0,0.0,0.0
222684,4.200867088430109,0.2125985879540881,0.312195933575485,1.0,0.0,0.0,0.0,0.0
650028,1.1477601636939556,1.5222560041083404,9.26424619423513,0.0,0.0,0.0,1.0,1.0
498302,4.134175721485294,1.0881488743324892,1.9907634336232205,1.0,0.0,0.0,0.0,0.0
312741,3.601500250317891,15.638327161880154,0.6727511678962637,1.0,1.0,0.0,1.0,0.0
619573,75.07726500689607,2.561206355225951,3.960669177911858,1.0,0.0,0.0,0.0,0.0
406055,10.47258177121066,0.4126412451344655,2.3888337175152152,1.0,1.0,0.0,1.0,0.0
649952,15.411524301425978,1.3792333690245124,1.044687340786982,1.0,1.0,0.0,0.0,0.0
876676,0.9894336164053784,4.936270155900502,0.4677275432397317,0.0,0.0,0.0,0.0,0.0
78713,18.863438373899044,5.060052624336125,1.3343662294798977,1.0,0.0,0.0,0.0,0.0
613720,10.39750774074218,0.4032425039404687,0.8772242302627479,1.0,0.0,0.0,0.0,0.0
937082,9.358215904079884,0.3903953189115744,0.2814934739067596,1.0,0.0,0.0,1.0,0.0
662932,0.3801804484875893,52.684319514342114,6.37775989871866,0.0,1.0,0.0,1.0,1.0
296715,26.63362273777333,0.8249466335124688,1.0851155882634564,1.0,0.0,0.0,1.0,0.0
456090,22.3020562248368,0.50636762579349,2.677954232001396,1.0,0.0,0.0,1.0,0.0
948363,16.856626580085656,0.4402026102966558,1.5534241383392715,1.0,0.0,0.0,1.0,0.0
499548,13.86825779640555,0.693973619578327,0.336339040199958,1.0,0.0,0.0,0.0,0.0
390615,5.796140639201828,0.4348346958828794,1.5645717575762532,1.0,0.0,0.0,1.0,0.0
59980,8.26109294456446,0.3297324285206658,0.9854006006852972,1.0,0.0,1.0,1.0,0.0
71781,19.657549873430614,0.0663322137665468,0.7696523251152932,1.0,0.0,1.0,1.0,0.0
610335,3.974178346949171,1.9560087974221023,2.0277132667928583,1.0,0.0,0.0,1.0,0.0
967976,5.528634126963424,1.1167517505496782,1.405653417764856,1.0,1.0,1.0,1.0,0.0
633659,29.746095224405696,0.8508741962532702,0.246186091856416,1.0,0.0,0.0,1.0,0.0
268181,13.651280394694805,0.299328918163296,1.868587858974272,1.0,0.0,0.0,1.0,0.0
934167,1.8501896436388297,1.7983225756102683,1.6739545707001178,0.0,0.0,0.0,1.0,0.0
997870,46.540355003878815,0.0199242991021952,1.0289284628973974,1.0,0.0,0.0,1.0,0.0
934021,1.561103511352119,2.639859920583464,1.411275997310802,0.0,1.0,0.0,0.0,0.0
408601,39.19850860566135,0.4467350325331266,2.541586397950496,1.0,0.0,0.0,1.0,0.0
382396,76.23637293200014,16.36481044652168,4.299646694539133,1.0,1.0,0.0,1.0,1.0
289503,17.71358351395121,41.649802525451,0.6686286315713813,1.0,0.0,0.0,1.0,0.0
258061,24.12993538212833,0.278171917419958,5.401593029116193,1.0,0.0,0.0,0.0,0.0
900517,8.857802872642154,0.273398286270204,1.1714762355648614,1.0,1.0,0.0,1.0,0.0
955626,4.153594619964261,7.502069863643818,0.3781023257354106,1.0,0.0,0.0,1.0,0.0
934683,4.61506025731268,0.2657985481533862,0.3564385713534942,1.0,0.0,0.0,1.0,0.0
447935,19.32943406938676,8.52480544544774,0.459624061724969,1.0,1.0,0.0,1.0,0.0
843145,16.838422840819522,3.2620388401503586,0.6296835779856439,1.0,0.0,0.0,1.0,0.0
316816,10.61692785062704,0.2345230487424102,3.2250853251943945,1.0,0.0,0.0,1.0,0.0
894818,4.085590416065591,0.4917453753512046,1.274004313799882,1.0,0.0,0.0,1.0,0.0
483975,5.840854747044975,1.913003045659597,0.2559035407349264,1.0,0.0,0.0,1.0,0.0
432789,0.9291118130548583,0.2350941719954524,1.9811226101350847,0.0,0.0,0.0,1.0,0.0
620226,7.465156057994764,0.1259558616304505,0.7841773143624055,1.0,0.0,0.0,1.0,0.0
978562,94.19580118505746,0.412578120756937,1.4501521590186015,1.0,1.0,0.0,1.0,0.0
67798,5.47052391731108,0.9105412037095963,0.4306422549641646,1.0,0.0,1.0,0.0,0.0
858000,8.532363834484206,0.0136954795435107,0.3670975866293496,1.0,1.0,0.0,1.0,0.0
445892,5.989600772379398,9.26219451916324,1.5432435349868805,1.0,1.0,0.0,0.0,0.0
519354,5.776742024377242,0.539819844733692,0.8673079421137744,1.0,1.0,0.0,0.0,0.0
195909,23.21708044135612,0.1612976261452111,16.93735487383476,1.0,0.0,0.0,1.0,1.0
932998,6.395293022615223,0.826932243674682,1.7144187893233402,1.0,0.0,0.0,1.0,0.0
76203,3.507780121408824,0.499409196535734,1.5301748186958772,1.0,0.0,0.0,0.0,0.0
280195,6.681888971976796,0.4136526215942128,0.8427877178458731,1.0,0.0,0.0,1.0,0.0
290594,7.763555553771891,5.606885466833395,0.124201893787608,1.0,1.0,0.0,1.0,0.0
658959,41.45952792938133,3.4836446890865256,0.2628738741082536,1.0,1.0,0.0,1.0,0.0
217451,1.065133417462326,2.143820756522594,2.8179231882933817,0.0,0.0,0.0,1.0,0.0
83558,83.5826866180135,1.3704331267593102,0.4403291612680234,1.0,0.0,0.0,0.0,0.0
687307,14.722209715085295,0.0261228892190313,0.4202486179300574,1.0,1.0,0.0,1.0,0.0
578699,10.820778145136144,3.398258865640711,0.197352009555645,1.0,0.0,0.0,0.0,0.0
267899,9.072181460580945,12.180458847439184,0.6585714853704888,1.0,0.0,0.0,0.0,0.0
202947,0.8304924276697183,0.4321047702407011,1.0339577381159228,0.0,0.0,0.0,1.0,0.0
126828,35.38868332253153,1.4385112591704794,1.4733190695414249,1.0,0.0,0.0,0.0,0.0
61803,4.500524270955914,1.0522448996036702,1.450052035638274,1.0,0.0,0.0,1.0,0.0
728365,5.71876697265044,1.5087500829882723,4.153232459345298,1.0,1.0,0.0,1.0,1.0
743041,6.916734873752048,0.2097533530546821,1.0610713318321596,1.0,0.0,0.0,1.0,0.0
596995,5.354291935957405,4.543920848857264,1.8604444973535292,1.0,1.0,1.0,1.0,0.0
534957,0.5370075539055869,0.282016491291565,3.148065266596709,0.0,0.0,0.0,0.0,0.0
515578,67.66469166151506,0.4423751175933435,0.5956275983995639,1.0,1.0,0.0,0.0,0.0
350316,19.721845041422792,1.0704872523671745,0.9647471396110244,1.0,1.0,0.0,1.0,0.0
891113,198.8964339917891,0.4561687048763187,0.3546802209249203,1.0,0.0,0.0,1.0,1.0
36594,10.920017787626662,2.2205514668033914,1.5474664971681853,1.0,1.0,0.0,1.0,0.0
585052,21.95446325800885,3.286281116747065,0.5359314114178108,1.0,0.0,0.0,1.0,0.0
470763,4.221081123316165,1.063907070722057,0.4984603953840163,1.0,1.0,0.0,1.0,0.0
226948,11.886479064174225,0.2028875708530271,1.4992146683232577,1.0,1.0,0.0,1.0,0.0
297520,6.035021046742008,0.0954185342745431,4.208295008685082,1.0,0.0,0.0,1.0,1.0
42647,2.7872075106053558,15.055152066572791,0.9099453112567156,1.0,0.0,0.0,0.0,0.0
64176,19.68141467521091,0.3772131855878154,0.2850213219863641,1.0,0.0,0.0,1.0,0.0
425721,53.24247056809236,6.737986932065433,0.7120586637054849,1.0,0.0,0.0,1.0,0.0
691838,35.038010425658065,0.6174907582575746,0.2115825666384438,1.0,0.0,0.0,1.0,0.0
205009,5.332598476100966,0.0145337568292445,0.1602824759987044,1.0,0.0,0.0,0.0,0.0
673467,68.39946472785164,0.6814556293933173,1.761176272636529,1.0,0.0,1.0,1.0,0.0
115542,9.39939103593768,1.891046660958519,0.4495956576595751,1.0,0.0,0.0,1.0,0.0
246670,3.371416257106796,0.1947435511229991,0.4175814972924142,1.0,1.0,1.0,0.0,0.0
96896,7.004235631899904,0.0992594365502476,0.3828551578791379,1.0,0.0,0.0,1.0,0.0
947245,10.92972666193783,15.12460816901301,6.257820240871481,1.0,1.0,0.0,0.0,0.0
279748,43.96636239526445,2.624417090816922,5.150654897579845,1.0,0.0,0.0,1.0,1.0
433902,1.637755878750132,8.963840244282883,1.074959428510084,0.0,0.0,0.0,1.0,0.0
655497,9.416201752579363,0.6213748398991715,3.8566557760277935,1.0,1.0,0.0,0.0,0.0
743025,7.467954235547677,0.1788263208775564,2.024163021878753,1.0,0.0,0.0,1.0,0.0
362835,84.0934379720803,0.4219122477643719,1.0570987024840566,1.0,0.0,0.0,0.0,0.0
34005,4.761781841684364,0.7644510437122081,1.4269526302623106,1.0,1.0,0.0,0.0,0.0
354137,7.820172286691209,1.954123231566732,5.009202933959195,1.0,1.0,0.0,0.0,0.0
136842,9.683574707702295,0.0310776551902097,1.3280018095047563,1.0,1.0,0.0,0.0,0.0
725172,4.504520443716227,0.5506081637937931,0.9184493875680606,1.0,1.0,0.0,0.0,0.0
282086,3.3775878529073697,1.0855928037508804,4.64801533097027,1.0,0.0,0.0,0.0,0.0
825687,69.86976432186839,9.352093654993553,0.8414569595210172,1.0,1.0,0.0,1.0,0.0
77884,7.237903388632737,0.6399724871257167,0.2135969398105616,1.0,0.0,0.0,1.0,0.0
454409,0.6224663272739154,0.0159310666301722,0.2235721827757249,0.0,0.0,0.0,0.0,0.0
231733,2.229827901278606,1.7064359880621187,0.1076898968780278,1.0,0.0,0.0,1.0,0.0
878202,7.010009733207657,0.5777539894299484,1.2419057495163028,1.0,0.0,0.0,1.0,0.0
469227,9.210449940271852,0.948700183871898,2.838146402296393,1.0,0.0,0.0,1.0,0.0
161812,6.245395440211015,0.1900713884792103,2.509801770213785,1.0,0.0,0.0,1.0,0.0
622191,28.76280974614177,0.9964951985855044,1.6679907338396016,1.0,0.0,0.0,0.0,0.0
408859,19.02036942636988,4.89693651597904,0.2310068911916568,1.0,1.0,0.0,0.0,0.0
369494,18.882217011239863,2.7066375202043904,0.6394933129737462,1.0,0.0,0.0,0.0,0.0
504052,30.534394669584177,11.10911305147566,25.10828423379144,1.0,0.0,0.0,1.0,1.0
301672,38.90094995421247,3.1825989316195367,3.1809146513972046,1.0,0.0,0.0,1.0,0.0
349720,17.184238161963034,0.3763380375061415,0.643492473465631,1.0,0.0,0.0,1.0,0.0
446365,1.6650679173643494,0.245457773394487,0.9724532178524116,0.0,1.0,1.0,1.0,0.0
585741,6.868592113187348,0.0417815837389427,2.240117510480108,1.0,1.0,0.0,0.0,0.0
760963,10.95662044906546,6.283258262851609,0.1157295079019583,1.0,1.0,0.0,1.0,0.0
245514,77.49959482091107,0.8362683790126123,2.872597183223765,1.0,0.0,0.0,0.0,0.0
462192,2.847106203676116,0.1978447124464062,2.3853959008996304,1.0,0.0,0.0,1.0,0.0
857245,0.2609448195601108,1.6853741430930107,0.6028743271848338,0.0,0.0,0.0,0.0,0.0
672251,449.2272814947379,37.054709115339,0.2772564369066039,1.0,1.0,0.0,1.0,0.0
9141,14.829720588235457,1.5748165220973709,2.442835681114873,1.0,1.0,0.0,0.0,0.0
81772,7.290108898184138,0.1663824643776697,2.59298069513381,1.0,0.0,0.0,1.0,0.0
753434,54.60028127615194,0.1024522230123429,1.3677455312987556,1.0,1.0,0.0,1.0,0.0
571634,2.304178903767592,40.4912152178422,1.5939083176253106,1.0,0.0,0.0,1.0,0.0
526046,63.4750372508806,0.0760617372516509,0.7291033966609224,1.0,0.0,0.0,1.0,0.0
767381,1.2059423729285534,0.024103347115276,0.46224741754984,0.0,1.0,0.0,1.0,0.0
848671,3.7347014803260175,0.4768149300097276,11.23962809089084,1.0,0.0,0.0,1.0,1.0
404276,26.778917142865502,17.640795562778486,2.551039246579925,1.0,1.0,0.0,0.0,0.0
84609,3.3266468109668224,0.7973633650767625,2.0021632142359533,1.0,0.0,0.0,1.0,0.0
75641,15.514201278435737,1.998737657331952,0.1984254780688928,1.0,1.0,0.0,1.0,0.0
929087,2.775000826778804,1.192039410484507,4.696392420600222,1.0,1.0,0.0,0.0,0.0
896765,52.12099117249175,3.645920495521356,0.3485905081884788,1.0,1.0,0.0,1.0,0.0
922190,26.110422985217745,0.3149503692801607,0.1209381667532956,1.0,0.0,0.0,0.0,0.0
520065,2.5056483008093475,0.4741034021361929,1.175333719850851,1.0,0.0,0.0,0.0,0.0
27786,60.84013314532969,2.9775771398064794,1.9017426585229111,1.0,0.0,0.0,1.0,0.0
287738,3.687901795987799,1.7669940123969816,1.0238735873169165,1.0,0.0,1.0,0.0,0.0
254663,9.372854379633097,0.0487558645424795,1.2719838158135448,1.0,0.0,0.0,0.0,0.0
772384,9.423819312164358,0.2610931941642319,0.8282903400745729,1.0,0.0,0.0,1.0,0.0
520893,1.5013521530787617,4.973848503875652,0.230708641429559,0.0,1.0,0.0,0.0,0.0
779125,1.188862220890175,3.699939127098072,4.141682217599134,0.0,0.0,0.0,1.0,1.0
261675,0.6879380715039908,0.2037455871788414,2.2114774992400776,0.0,1.0,0.0,0.0,0.0
636307,7.905709986498861,0.4065107859533359,9.190646100003944,1.0,0.0,0.0,0.0,0.0
836870,5.332196724613604,1.2539619024762303,2.3863745405593577,1.0,1.0,0.0,1.0,0.0
189994,153.60295572939833,0.4173150387696655,0.3390687887103651,1.0,1.0,1.0,1.0,0.0
996950,16.353560920950496,25.63902028889836,0.7229351480740569,1.0,0.0,0.0,0.0,0.0
7615,5.631068304290692,0.7576034432818076,0.5654218869299098,1.0,0.0,0.0,1.0,0.0
28250,86.53291123368511,1.168906472876653,0.9304033998056752,1.0,1.0,1.0,1.0,0.0
818893,22.47124998910583,1.9597863980208432,4.606193498916998,1.0,0.0,0.0,1.0,1.0
981731,49.4292479516259,0.2493358992281877,1.8987078708644431,1.0,0.0,0.0,1.0,0.0
520349,21.702134485500856,0.1379505693211097,0.5648611366118429,1.0,0.0,0.0,0.0,0.0
784797,4.270142426853334,0.2518274941093561,1.7369004925317186,1.0,1.0,0.0,1.0,0.0
142116,15.415033193333802,1.2592808388772014,3.171293818140395,1.0,0.0,0.0,1.0,0.0
444189,2.4157958776773074,0.7944171814219632,0.5860873601641703,1.0,1.0,0.0,1.0,0.0
143561,23.89140425066224,0.1224270734403618,2.037525409851137,1.0,1.0,0.0,0.0,0.0
600803,13.324542488994055,0.6932307434828572,0.6551744573014537,1.0,1.0,0.0,1.0,0.0
525982,19.648122744481803,0.287502637816396,0.7609987018754477,1.0,0.0,0.0,0.0,0.0
691029,233.0932897338272,0.2177490454401826,2.1677681073339734,1.0,0.0,0.0,0.0,0.0
520383,1.1746600086235386,0.573654287862183,0.6131893439937475,0.0,1.0,0.0,1.0,0.0
