,order_details_id,order_id,pizza_id,quantity
130,244,104,ital_veggie_m,1
131,245,104,veggie_veg_l,1
132,249,106,mexicana_l,1
133,250,106,spicy_ital_l,1
134,266,111,cali_ckn_m,1
135,267,111,five_cheese_l,1
136,268,111,pepperoni_m,1
137,269,111,spin_pesto_l,1
138,270,112,pepperoni_s,1
139,280,117,peppr_salami_m,1
140,281,117,sicilian_l,1
141,282,118,prsc_argla_l,1
142,283,118,spinach_fet_s,1
143,284,119,four_cheese_m,1
144,292,122,ital_supr_m,1
145,293,123,ital_cpcllo_s,1
146,294,124,bbq_ckn_s,1
147,295,124,sicilian_l,1
148,296,124,spicy_ital_l,1
149,297,124,the_greek_s,1
150,298,125,the_greek_xl,1
151,299,126,veggie_veg_l,1
152,301,128,spicy_ital_s,1
153,308,131,ckn_pesto_l,1
154,309,131,five_cheese_l,1
155,310,131,green_garden_s,1
156,311,131,spinach_supr_s,1
157,313,133,bbq_ckn_l,1
158,314,133,hawaiian_l,1
159,315,133,the_greek_s,1
160,319,135,veggie_veg_l,1
161,322,137,mediterraneo_l,1
162,323,137,pepperoni_s,1
163,324,137,spicy_ital_m,1
164,329,139,five_cheese_l,1
165,330,140,prsc_argla_s,1
166,331,140,veggie_veg_m,1
167,332,141,classic_dlx_m,1
168,342,144,bbq_ckn_m,3
169,343,144,big_meat_s,1
170,344,144,cali_ckn_l,1
171,345,144,ckn_pesto_m,1
172,346,144,five_cheese_l,1
173,347,144,four_cheese_l,1
174,348,144,pep_msh_pep_s,1
175,349,144,southw_ckn_l,1
176,350,144,southw_ckn_s,1
177,351,144,spicy_ital_l,1
178,352,144,thai_ckn_m,1
179,353,144,veggie_veg_l,1
180,355,146,cali_ckn_l,1
181,356,146,four_cheese_m,1
182,357,146,hawaiian_m,1
183,359,148,mediterraneo_s,1
184,360,149,spinach_fet_m,1
185,370,155,ckn_pesto_s,1
186,371,155,napolitana_l,1
187,372,155,pepperoni_l,1
188,373,155,peppr_salami_l,1
189,382,159,four_cheese_l,1
190,383,159,thai_ckn_m,1
191,385,161,hawaiian_s,1
192,386,161,spicy_ital_m,1
193,387,161,the_greek_xl,1
194,388,162,big_meat_s,1
195,392,164,cali_ckn_l,1
196,393,164,pepperoni_m,1
197,395,166,prsc_argla_s,1
198,396,167,bbq_ckn_l,1
199,397,167,ital_supr_m,1
200,398,167,pepperoni_m,1
201,399,168,big_meat_s,1
202,400,168,veggie_veg_m,1
203,401,169,four_cheese_l,1
204,402,169,ital_cpcllo_s,1
205,403,169,sicilian_m,1
206,412,174,big_meat_s,1
207,413,174,cali_ckn_l,1
208,414,174,cali_ckn_m,1
209,415,174,ital_cpcllo_m,1
210,416,175,ital_supr_l,1
211,417,176,cali_ckn_l,1
212,418,176,peppr_salami_m,1
213,419,177,napolitana_s,1
214,420,177,thai_ckn_l,1
215,422,179,hawaiian_l,1
216,423,179,sicilian_m,1
217,424,179,veggie_veg_s,1
218,427,181,mexicana_l,1
219,428,182,brie_carre_s,1
220,429,182,peppr_salami_l,1
221,433,184,hawaiian_l,1
222,434,185,sicilian_m,1
223,435,185,spin_pesto_s,1
224,440,187,five_cheese_l,1
225,441,187,spin_pesto_l,1
226,442,188,five_cheese_l,1
227,443,188,pepperoni_s,1
228,444,188,peppr_salami_l,1
229,445,189,big_meat_s,2
230,446,189,thai_ckn_s,1
231,447,190,bbq_ckn_l,1
232,448,190,four_cheese_m,1
233,449,190,pep_msh_pep_s,1
234,450,190,prsc_argla_l,1
235,451,191,cali_ckn_l,1
236,452,191,ckn_alfredo_m,1
237,460,196,sicilian_s,1
238,461,196,spicy_ital_m,1
239,462,196,veggie_veg_m,1
240,463,197,four_cheese_l,1
241,464,197,ital_cpcllo_l,1
242,465,197,ital_veggie_l,1
243,466,197,soppressata_l,1
244,467,198,big_meat_s,1
245,468,198,ckn_alfredo_l,1
246,469,199,ckn_alfredo_m,1
247,471,201,calabrese_m,1
248,472,201,ckn_pesto_l,1
249,473,201,ital_supr_l,1
250,474,201,the_greek_xl,1
251,476,203,cali_ckn_l,1
252,477,203,ital_veggie_m,1
253,478,203,pep_msh_pep_l,1
254,479,203,the_greek_s,1
255,480,204,spicy_ital_l,1
256,488,208,bbq_ckn_l,1
257,489,208,bbq_ckn_s,1
258,490,208,ckn_alfredo_m,1
259,491,208,pepperoni_m,1
260,492,208,the_greek_m,1
261,495,211,pepperoni_s,1
262,496,212,ital_cpcllo_l,1
263,498,214,ital_cpcllo_l,1
264,499,214,ital_supr_m,1
265,500,214,mexicana_s,1
266,501,214,spin_pesto_m,1
267,503,216,bbq_ckn_m,1
268,504,216,five_cheese_l,1
269,505,216,hawaiian_l,1
270,506,217,classic_dlx_m,1
271,507,217,spinach_fet_s,1
272,508,218,spicy_ital_m,1
273,513,220,hawaiian_s,1
274,514,220,ital_cpcllo_s,1
275,515,220,napolitana_l,1
276,516,220,spicy_ital_l,1
277,520,222,four_cheese_l,1
278,521,222,sicilian_s,1
279,523,224,ckn_alfredo_s,1
280,524,224,ital_supr_m,1
281,525,224,napolitana_m,1
282,526,224,thai_ckn_l,1
283,527,225,bbq_ckn_l,1
284,528,225,bbq_ckn_m,1
285,529,225,southw_ckn_s,1
286,530,226,classic_dlx_l,1
287,534,229,ital_veggie_l,1
288,535,229,prsc_argla_l,1
289,536,229,spin_pesto_s,1
290,541,232,bbq_ckn_m,1
291,542,232,spinach_supr_l,1
292,543,233,spinach_fet_s,1
293,548,236,classic_dlx_l,1
294,549,236,green_garden_m,1
295,552,239,ital_supr_l,1
296,553,239,thai_ckn_m,1
297,554,240,four_cheese_m,1
298,555,241,sicilian_m,1
299,556,241,spinach_supr_l,1
300,557,242,calabrese_m,1
301,558,242,thai_ckn_l,1
302,559,242,veggie_veg_m,1
303,564,245,bbq_ckn_l,1
304,565,245,ckn_pesto_l,1
305,566,246,ckn_alfredo_m,1
306,567,246,pepperoni_l,1
307,568,247,hawaiian_m,1
308,569,247,sicilian_m,1
309,570,247,spinach_supr_s,1
310,571,248,hawaiian_s,1
311,572,248,thai_ckn_l,1
312,575,250,four_cheese_m,1
313,576,251,mexicana_m,1
314,578,253,brie_carre_s,1
315,579,254,bbq_ckn_l,1
316,580,254,brie_carre_s,1
317,581,254,five_cheese_l,1
318,582,255,five_cheese_l,1
319,583,255,green_garden_m,1
320,584,255,hawaiian_l,1
321,585,255,spinach_fet_m,1
322,586,256,pep_msh_pep_l,1
323,587,257,cali_ckn_l,1
324,588,257,ckn_alfredo_l,1
325,590,259,pepperoni_l,1
326,591,260,five_cheese_l,1
327,592,260,the_greek_l,1
328,593,261,brie_carre_s,1
329,594,262,cali_ckn_m,1
330,595,263,spin_pesto_l,1
331,601,266,peppr_salami_m,1
332,607,269,ckn_alfredo_m,1
333,608,270,southw_ckn_l,1
334,609,270,spin_pesto_l,1
335,610,270,thai_ckn_l,1
336,611,271,big_meat_s,1
337,612,271,cali_ckn_m,2
338,613,271,ckn_alfredo_m,2
339,614,271,ckn_pesto_l,2
340,615,271,classic_dlx_m,1
341,616,271,ital_supr_m,1
342,617,271,sicilian_s,1
343,618,271,soppressata_m,1
344,619,271,southw_ckn_m,1
345,620,271,the_greek_s,1
346,622,273,soppressata_s,1
347,623,274,four_cheese_l,1
348,624,274,thai_ckn_l,1
349,625,275,classic_dlx_l,1
350,626,275,five_cheese_l,1
351,627,275,pepperoni_s,1
352,628,275,sicilian_m,1
353,629,276,five_cheese_l,1
354,630,276,spicy_ital_l,1
355,631,277,four_cheese_m,1
356,632,278,ital_veggie_m,1
357,633,278,southw_ckn_l,1
358,638,281,sicilian_s,1
359,639,282,classic_dlx_s,1
360,640,282,five_cheese_l,1
361,641,282,peppr_salami_l,1
362,642,282,spin_pesto_l,1
363,643,283,napolitana_m,1
364,644,284,four_cheese_m,1
365,645,284,hawaiian_s,1
366,646,284,napolitana_m,1
367,648,286,ital_supr_m,1
368,649,286,peppr_salami_l,1
369,657,289,five_cheese_l,1
370,663,292,spin_pesto_m,1
371,664,292,spinach_fet_l,1
372,665,293,classic_dlx_s,1
373,666,293,ital_veggie_s,1
374,670,295,cali_ckn_m,1
375,671,296,green_garden_s,1
376,672,296,ital_cpcllo_s,1
377,673,296,thai_ckn_m,1
378,675,298,cali_ckn_m,1
379,676,298,cali_ckn_s,1
380,677,298,ckn_alfredo_m,1
381,678,298,classic_dlx_s,1
382,681,300,big_meat_s,1
383,682,300,ital_cpcllo_s,1
384,683,300,ital_veggie_s,1
385,684,300,spinach_supr_s,1
386,685,301,napolitana_l,1
387,686,302,peppr_salami_l,1
388,692,305,pepperoni_l,1
389,693,305,sicilian_s,1
390,694,305,spicy_ital_m,1
391,695,306,big_meat_s,1
392,696,306,hawaiian_s,1
393,697,306,napolitana_m,1
394,700,308,hawaiian_l,1
395,701,308,pep_msh_pep_l,1
396,702,308,thai_ckn_s,1
397,705,310,hawaiian_s,1
398,706,310,thai_ckn_s,1
399,708,312,big_meat_s,1
400,709,312,brie_carre_s,1
401,710,312,ckn_alfredo_m,1
402,711,312,sicilian_m,1
403,712,313,classic_dlx_m,1
404,718,315,classic_dlx_m,1
405,719,316,hawaiian_s,1
406,720,316,ital_supr_m,1
407,721,317,cali_ckn_s,1
408,722,317,classic_dlx_m,1
409,723,317,four_cheese_l,1
410,724,317,hawaiian_s,1
411,725,317,pep_msh_pep_l,1
412,726,317,prsc_argla_s,1
413,727,317,spinach_fet_s,1
414,728,318,ital_cpcllo_l,1
415,729,318,mexicana_l,1
416,730,318,soppressata_s,1
417,731,318,spicy_ital_l,1
418,735,321,ital_supr_l,1
419,736,322,cali_ckn_l,1
420,737,322,ckn_pesto_l,1
421,738,322,classic_dlx_s,1
422,739,322,thai_ckn_l,1
423,742,325,classic_dlx_s,1
424,743,325,veggie_veg_s,1
425,744,326,cali_ckn_m,1
426,745,326,spinach_supr_l,1
427,748,329,spicy_ital_l,1
428,749,329,spinach_supr_m,1
429,764,331,prsc_argla_m,1
430,768,333,ckn_alfredo_m,1
431,773,335,mediterraneo_l,1
432,774,336,prsc_argla_l,1
433,775,337,hawaiian_l,1
434,776,337,pepperoni_l,1
435,777,338,mexicana_l,1
436,778,338,thai_ckn_l,1
437,779,338,the_greek_xl,1
438,781,340,peppr_salami_s,1
439,782,341,bbq_ckn_m,1
440,783,341,pepperoni_s,1
441,784,342,sicilian_l,1
442,785,342,southw_ckn_l,1
443,786,343,five_cheese_l,1
444,787,343,four_cheese_m,1
445,788,344,ital_cpcllo_m,1
446,791,346,green_garden_s,1
447,792,346,hawaiian_s,1
448,793,346,ital_cpcllo_l,1
449,794,346,napolitana_s,1
450,802,350,classic_dlx_l,1
451,803,350,pepperoni_m,2
452,804,350,spicy_ital_s,1
453,805,351,big_meat_s,1
454,806,351,hawaiian_m,1
455,809,353,bbq_ckn_l,1
456,810,353,cali_ckn_l,1
457,811,353,prsc_argla_s,1
458,814,355,ckn_alfredo_m,1
459,815,355,ital_supr_m,1
460,816,356,ckn_alfredo_m,1
461,817,357,cali_ckn_l,1
462,818,357,southw_ckn_s,1
463,819,357,spinach_fet_s,1
464,826,361,big_meat_s,2
465,827,361,ital_cpcllo_s,1
466,832,364,ital_supr_m,1
467,833,364,the_greek_xl,1
468,834,365,four_cheese_m,1
469,835,365,mediterraneo_l,1
470,836,365,pepperoni_m,1
471,837,366,ital_cpcllo_l,1
472,838,367,hawaiian_l,1
473,839,367,spinach_fet_m,1
474,840,368,spin_pesto_m,1
475,841,368,thai_ckn_l,1
476,846,372,spinach_fet_s,1
477,847,373,ckn_pesto_s,1
478,848,373,classic_dlx_m,1
479,849,373,sicilian_l,1
480,854,376,the_greek_xl,1
481,855,376,veggie_veg_l,1
482,863,382,thai_ckn_s,1
483,864,382,veggie_veg_m,1
484,865,383,spicy_ital_m,1
485,866,384,hawaiian_s,1
486,867,384,ital_cpcllo_m,1
487,868,384,mediterraneo_m,1
488,869,384,the_greek_s,1
489,874,387,bbq_ckn_s,1
490,875,387,big_meat_s,1
491,876,387,ckn_pesto_m,1
492,877,387,five_cheese_l,1
493,878,387,pepperoni_s,1
494,879,387,spicy_ital_l,1
495,880,387,spinach_fet_s,1
496,881,388,bbq_ckn_s,1
497,882,388,ckn_alfredo_m,1
498,883,388,mediterraneo_m,1
499,884,388,veggie_veg_s,1
500,885,389,spin_pesto_l,1
501,887,391,the_greek_m,1
502,888,392,big_meat_s,1
503,889,392,calabrese_s,1
504,890,392,cali_ckn_l,1
505,891,392,pepperoni_s,2
506,892,392,prsc_argla_l,1
507,893,392,sicilian_l,1
508,894,392,soppressata_l,1
509,895,392,spicy_ital_l,1
510,910,395,napolitana_m,1
511,911,396,spinach_fet_s,1
512,915,398,pepperoni_s,1
513,922,401,veggie_veg_m,1
514,923,402,four_cheese_l,1
515,924,402,ital_supr_m,1
516,925,403,bbq_ckn_s,1
517,926,403,classic_dlx_l,1
518,927,403,prsc_argla_s,1
519,928,404,ckn_pesto_l,1
520,929,405,sicilian_l,1
521,930,406,ckn_alfredo_m,1
522,931,406,classic_dlx_m,1
523,932,406,ital_veggie_s,1
524,933,407,cali_ckn_m,1
525,934,407,classic_dlx_l,1
526,935,407,pepperoni_m,1
527,944,412,brie_carre_s,1
528,945,412,spinach_supr_m,1
529,946,413,the_greek_s,1
530,947,414,classic_dlx_s,1
531,948,414,five_cheese_l,1
532,949,414,ital_supr_m,1
533,950,415,cali_ckn_s,1
534,953,418,ckn_pesto_m,1
535,954,418,sicilian_m,1
536,955,419,bbq_ckn_l,1
537,956,419,hawaiian_l,1
538,957,419,ital_veggie_m,1
539,958,419,veggie_veg_s,1
540,961,421,bbq_ckn_l,1
541,962,421,calabrese_l,1
542,963,421,ckn_pesto_s,1
543,964,422,four_cheese_l,1
544,965,422,ital_supr_m,1
545,966,422,spinach_fet_m,1
546,969,424,pepperoni_m,1
547,974,427,spinach_fet_l,1
548,975,428,calabrese_l,1
549,976,428,ital_cpcllo_s,1
550,977,429,spicy_ital_m,1
551,978,430,green_garden_m,1
552,979,430,sicilian_s,1
553,984,432,ital_cpcllo_s,1
554,985,432,thai_ckn_l,1
555,986,432,veggie_veg_s,1
556,987,433,spicy_ital_l,1
557,994,436,classic_dlx_l,1
558,995,436,ital_supr_m,1
559,996,436,pep_msh_pep_s,1
560,997,436,peppr_salami_s,1
561,998,437,bbq_ckn_m,1
562,1000,439,ckn_alfredo_m,1
563,1001,439,pepperoni_m,1
564,1002,439,the_greek_s,1
565,1003,440,calabrese_m,1
566,1004,440,ckn_alfredo_m,1
567,1005,440,five_cheese_l,1
568,1006,440,four_cheese_l,1
569,1007,440,four_cheese_m,1
570,1008,440,green_garden_l,1
571,1009,440,green_garden_m,1
572,1010,440,hawaiian_l,1
573,1011,440,ital_veggie_l,1
574,1012,440,pepperoni_l,1
575,1013,440,spicy_ital_l,1
576,1014,440,spinach_fet_s,1
577,1015,440,thai_ckn_l,1
578,1016,440,veggie_veg_m,1
579,1019,442,peppr_salami_l,1
580,1036,446,big_meat_s,1
581,1037,446,ital_veggie_m,1
582,1038,446,sicilian_l,1
583,1039,447,five_cheese_l,1
584,1040,448,hawaiian_s,1
585,1041,448,pep_msh_pep_m,1
586,1042,448,sicilian_m,1
587,1043,449,thai_ckn_l,1
588,1044,450,big_meat_s,1
589,1045,451,five_cheese_l,1
590,1046,451,ital_cpcllo_m,1
591,1047,451,southw_ckn_l,1
592,1048,452,bbq_ckn_m,1
593,1049,452,big_meat_s,1
594,1050,452,sicilian_m,1
595,1051,453,cali_ckn_s,1
596,1052,453,four_cheese_l,1
597,1053,453,sicilian_m,1
598,1054,453,thai_ckn_l,1
599,1056,455,ital_supr_l,1
600,1057,456,spinach_fet_l,1
601,1064,459,spicy_ital_l,1
602,1065,460,green_garden_s,1
603,1066,460,ital_supr_m,1
604,1070,463,bbq_ckn_l,1
605,1071,463,prsc_argla_m,1
606,1074,465,napolitana_s,1
607,1077,467,prsc_argla_s,1
608,1083,471,ital_veggie_s,1
609,1084,472,ital_veggie_l,1
610,1085,472,ital_veggie_m,1
611,1091,475,big_meat_s,1
612,1092,475,thai_ckn_l,1
613,1093,476,pepperoni_m,1
614,1094,476,prsc_argla_l,1
615,1095,476,veggie_veg_m,1
616,1096,477,green_garden_m,1
617,1097,477,mexicana_m,1
618,1098,478,calabrese_m,1
619,1099,478,ckn_alfredo_m,1
620,1100,479,five_cheese_l,1
621,1101,479,ital_cpcllo_l,2
622,1103,481,pepperoni_s,1
623,1104,481,spinach_fet_s,1
624,1105,482,green_garden_l,1
625,1106,482,ital_supr_m,1
626,1107,482,spicy_ital_s,1
627,1120,489,peppr_salami_l,1
628,1121,490,big_meat_s,1
629,1122,490,classic_dlx_m,1
630,1123,490,napolitana_m,1
631,1124,491,napolitana_s,1
632,1125,491,pepperoni_l,1
633,1126,491,peppr_salami_l,1
634,1127,491,prsc_argla_m,1
635,1128,492,ckn_pesto_l,1
636,1129,492,sicilian_m,1
637,1130,492,spinach_fet_m,1
638,1136,495,ital_supr_m,1
639,1137,495,sicilian_l,1
640,1140,497,veggie_veg_s,1
641,1142,499,calabrese_s,1
642,1143,499,four_cheese_l,1
643,1144,499,mexicana_m,1
644,1145,499,pep_msh_pep_m,1
645,1146,500,mediterraneo_m,1
646,1150,502,ital_veggie_m,1
647,1153,504,the_greek_l,1
648,1156,506,spinach_fet_m,1
649,1158,508,cali_ckn_m,1
650,1159,508,cali_ckn_s,1
651,1160,508,pepperoni_m,1
652,1161,509,spicy_ital_l,1
653,1168,513,four_cheese_l,1
654,1169,513,ital_veggie_m,1
655,1170,513,pepperoni_l,1
656,1171,513,thai_ckn_l,1
657,1172,514,classic_dlx_s,1
658,1173,515,ckn_pesto_l,1
659,1174,515,mediterraneo_l,1
660,1175,516,napolitana_l,1
661,1176,516,veggie_veg_l,1
662,1177,517,mexicana_m,1
663,1178,518,big_meat_s,1
664,1179,518,prsc_argla_l,1
665,1180,518,sicilian_s,1
666,1181,519,prsc_argla_s,1
667,1182,520,spin_pesto_l,1
668,1184,522,bbq_ckn_s,1
669,1185,522,big_meat_s,1
670,1186,522,classic_dlx_s,1
671,1187,522,five_cheese_l,1
672,1188,522,four_cheese_l,2
673,1189,522,green_garden_s,1
674,1190,522,ital_cpcllo_m,2
675,1191,522,ital_veggie_l,1
676,1192,522,sicilian_l,1
677,1193,522,the_greek_l,1
678,1194,522,the_greek_m,1
679,1195,523,prsc_argla_m,1
680,1198,525,pepperoni_l,1
681,1201,527,four_cheese_l,1
682,1202,527,southw_ckn_l,1
683,1203,528,ital_cpcllo_m,1
684,1204,529,calabrese_m,1
685,1205,529,cali_ckn_m,2
686,1206,529,hawaiian_s,1
687,1212,533,five_cheese_l,1
688,1213,533,spicy_ital_l,1
689,1214,533,the_greek_xl,1
690,1215,534,prsc_argla_l,1
691,1216,534,southw_ckn_l,1
692,1217,535,classic_dlx_m,1
693,1223,538,spinach_supr_l,1
694,1227,540,spinach_supr_l,1
695,1228,541,big_meat_s,1
696,1236,545,pepperoni_l,1
697,1237,545,pepperoni_s,1
698,1238,545,peppr_salami_l,1
699,1239,545,soppressata_l,1
700,1243,549,big_meat_s,1
701,1244,549,thai_ckn_l,1
702,1245,550,spinach_fet_m,1
703,1246,550,the_greek_m,1
704,1257,555,bbq_ckn_s,1
705,1258,555,hawaiian_s,1
706,1261,557,sicilian_s,1
707,1262,557,spicy_ital_s,1
708,1263,558,hawaiian_m,1
709,1264,559,classic_dlx_s,1
710,1265,560,green_garden_m,1
711,1266,560,spicy_ital_m,1
712,1269,563,mexicana_l,1
713,1270,563,veggie_veg_s,1
714,1274,565,ital_veggie_s,1
715,1275,566,spinach_supr_l,1
716,1292,571,big_meat_s,1
717,1301,576,big_meat_s,1
718,1302,576,ckn_alfredo_m,1
719,1303,576,spinach_fet_s,1
720,1306,578,bbq_ckn_s,1
721,1307,578,calabrese_m,1
722,1308,578,pepperoni_l,1
723,1309,578,peppr_salami_m,1
724,1310,578,the_greek_xl,1
725,1312,580,hawaiian_m,1
726,1313,580,southw_ckn_m,1
727,1314,581,mexicana_l,1
728,1315,582,mediterraneo_l,1
729,1321,586,ital_cpcllo_m,1
730,1322,586,southw_ckn_m,1
731,1323,587,peppr_salami_l,1
732,1324,587,peppr_salami_s,1
733,1325,588,cali_ckn_s,1
734,1329,590,five_cheese_l,1
735,1330,591,four_cheese_l,1
736,1331,591,southw_ckn_s,1
737,1332,591,spin_pesto_l,1
738,1333,592,ital_veggie_s,1
739,1334,592,pep_msh_pep_m,1
740,1335,592,thai_ckn_l,1
741,1338,594,calabrese_l,1
742,1343,597,cali_ckn_l,1
743,1344,597,prsc_argla_m,1
744,1345,597,spicy_ital_m,1
745,1347,599,peppr_salami_l,1
746,1348,600,classic_dlx_s,1
747,1349,600,four_cheese_l,1
748,1350,600,mediterraneo_m,1
749,1351,600,mexicana_m,1
750,1359,605,pepperoni_m,1
751,1360,605,the_greek_xl,1
752,1365,608,hawaiian_l,1
753,1366,608,pepperoni_m,1
754,1367,608,thai_ckn_l,1
755,1368,608,thai_ckn_s,1
756,1370,610,big_meat_s,1
757,1371,610,pepperoni_l,1
758,1381,614,peppr_salami_l,1
759,1384,616,prsc_argla_l,1
760,1385,616,veggie_veg_m,1
761,1386,617,ckn_pesto_l,1
762,1387,617,southw_ckn_m,1
763,1395,621,calabrese_m,1
764,1396,621,four_cheese_l,1
765,1397,621,mexicana_l,1
766,1398,621,spicy_ital_l,1
767,1399,622,ital_supr_m,1
768,1400,622,spicy_ital_l,1
769,1401,623,cali_ckn_l,1
770,1402,623,hawaiian_l,1
771,1405,625,spinach_fet_l,1
772,1406,625,spinach_supr_m,1
773,1407,626,classic_dlx_m,1
774,1408,626,four_cheese_m,1
775,1409,627,the_greek_l,1
776,1410,627,the_greek_m,1
777,1415,629,calabrese_m,1
778,1416,629,five_cheese_l,1
779,1417,629,pep_msh_pep_m,1
780,1418,629,spin_pesto_l,1
781,1419,630,sicilian_s,1
782,1420,631,pepperoni_l,1
783,1421,632,classic_dlx_s,1
784,1422,633,mediterraneo_l,1
785,1423,633,pepperoni_l,1
786,1424,633,peppr_salami_l,1
787,1425,634,pepperoni_l,1
788,1437,637,the_greek_l,1
789,1438,637,veggie_veg_m,1
790,1439,638,mexicana_l,1
791,1440,639,pep_msh_pep_m,1
792,1448,642,calabrese_m,1
793,1449,642,cali_ckn_l,1
794,1450,642,ital_supr_l,1
795,1451,642,soppressata_l,1
796,1452,643,spinach_fet_m,1
797,1453,644,ital_supr_l,1
798,1454,644,peppr_salami_m,1
799,1455,645,bbq_ckn_m,1
800,1456,645,big_meat_s,1
801,1457,646,hawaiian_s,1
802,1458,646,thai_ckn_l,1
803,1459,647,hawaiian_s,1
804,1460,648,four_cheese_l,1
805,1461,648,pepperoni_m,1
806,1462,649,cali_ckn_s,1
807,1463,649,pepperoni_m,1
808,1464,649,peppr_salami_m,1
809,1465,649,sicilian_s,1
810,1467,651,bbq_ckn_s,1
811,1468,651,calabrese_m,1
812,1469,651,pepperoni_m,1
813,1470,652,big_meat_s,1
814,1471,652,ckn_alfredo_m,1
815,1472,652,ckn_pesto_s,1
816,1473,652,prsc_argla_s,1
817,1475,654,mexicana_l,1
818,1476,654,sicilian_l,1
819,1477,654,spin_pesto_m,1
820,1481,657,bbq_ckn_m,1
821,1482,657,classic_dlx_m,1
822,1483,658,napolitana_m,1
823,1484,658,peppr_salami_s,1
824,1485,658,veggie_veg_m,1
